CAR_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1_IMPROVEMENT,S2_IMPROVEMENT,S3_IMPROVEMENT,KPH,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,TEAM,LOCATION,EVENT,PITSTOP_TAKEN,EVENT_TYPE
7,9,81,0,0,0,0,0,26.0,264.3,34.2,22.6,5,251.2,3,5,0,1,0
7,10,103,0,0,0,0,0,116.8,24.2,27.5,19.8,5,0.0,3,5,0,0,0
7,11,187,0,0,0,0,0,93.3,32.5,35.1,21.9,5,0.0,3,5,0,0,0
7,12,110,0,0,0,0,0,96.4,28.5,36.1,22.0,5,0.0,3,5,0,0,0
7,13,103,0,0,0,1,0,116.1,24.8,27.4,19.7,5,0.0,3,5,0,0,0
7,14,69,0,0,0,0,0,83.0,31.1,41.1,28.4,5,0.0,3,5,0,0,0
7,15,104,1,0,1,0,1,117.2,24.0,27.6,19.7,5,0.0,3,5,0,0,0
7,16,96,0,0,0,0,0,86.9,32.5,40.1,23.5,5,0.0,3,5,0,0,0
7,17,70,0,0,0,0,0,116.4,24.3,27.6,19.8,5,0.0,3,5,0,0,0
7,18,72,0,1,0,0,0,82.4,25.2,33.9,42.3,5,0.0,3,5,0,0,0
8,1,92,0,0,0,0,0,73.4,55.7,34.1,23.9,22,17.8,7,5,0,1,0
8,2,102,0,0,0,0,0,78.0,27.8,50.7,28.6,22,0.0,7,5,0,0,0
8,3,69,0,0,0,0,0,111.0,25.9,28.7,20.7,22,0.0,7,5,0,0,0
8,4,72,0,0,0,0,0,113.2,25.1,28.3,20.4,22,0.0,7,5,0,0,0
8,5,71,0,0,0,0,0,111.5,25.0,28.9,21.0,22,0.0,7,5,0,0,0
8,6,70,0,0,0,0,0,113.9,24.9,28.4,20.1,22,0.0,7,5,0,0,0
8,7,103,0,0,0,0,0,113.7,24.9,28.4,20.2,22,0.0,7,5,0,0,0
8,8,105,0,0,0,0,0,107.3,24.8,31.9,21.2,22,0.0,7,5,0,0,0
8,9,119,0,0,0,0,0,114.6,24.7,28.2,20.0,22,0.0,7,5,0,0,0
8,10,75,0,0,0,0,0,105.9,24.8,32.8,21.4,22,0.0,7,5,0,0,0
8,11,129,0,0,0,0,0,114.2,24.8,28.4,20.0,22,0.0,7,5,0,0,0
8,12,104,0,0,0,0,0,114.7,24.5,28.3,20.0,22,0.0,7,5,0,0,0
8,13,83,0,1,0,0,0,23.0,24.8,29.8,,22,0.0,7,5,0,0,0
8,14,70,0,0,0,0,0,95.6,35.5,30.0,21.9,22,292.2,7,5,0,1,0
8,15,92,0,0,0,0,0,102.6,28.9,28.9,23.6,22,0.0,7,5,0,0,0
8,16,74,0,0,0,0,0,116.4,24.0,28.0,19.8,22,0.0,7,5,0,0,0
8,17,99,0,0,0,0,0,90.8,29.2,38.4,24.4,22,0.0,7,5,0,0,0
8,18,70,0,0,1,0,0,103.2,23.9,32.1,24.8,22,0.0,7,5,0,0,0
8,19,68,1,0,0,1,1,117.0,24.0,27.7,19.7,22,0.0,7,5,0,0,0
8,20,83,0,1,0,0,0,109.85,35.4,46.2,,22,0.0,7,5,0,0,0
9,1,102,0,0,0,0,0,65.8,69.9,34.2,22.8,7,34.6,5,5,0,1,0
9,2,72,0,0,0,0,0,78.5,29.4,52.3,24.7,7,0.0,5,5,0,0,0
9,3,71,0,1,0,0,0,47.7,26.0,30.9,,7,0.0,5,5,0,0,0
9,4,105,0,0,0,0,0,89.0,41.0,31.7,21.1,7,98.5,5,5,0,1,0
9,5,84,0,0,0,0,0,112.7,25.2,28.8,20.1,7,0.0,5,5,0,0,0
9,6,71,0,0,0,0,0,113.7,25.0,28.5,19.9,7,0.0,5,5,0,0,0
9,7,75,0,0,0,0,0,114.6,24.6,28.3,20.0,7,0.0,5,5,0,0,0
9,8,86,0,0,0,0,0,114.6,24.7,28.2,20.0,7,0.0,5,5,0,0,0
9,9,99,0,0,0,0,0,91.7,30.7,35.8,24.6,7,0.0,5,5,0,0,0
9,10,156,0,0,0,0,0,116.8,24.1,27.8,19.6,7,0.0,5,5,0,0,0
9,11,84,0,0,0,0,0,94.6,29.2,37.7,21.4,7,0.0,5,5,0,0,0
9,12,96,1,0,1,0,1,117.3,24.0,27.7,19.5,7,0.0,5,5,0,0,0
9,13,117,0,0,0,0,0,92.7,30.2,35.4,24.5,7,0.0,5,5,0,0,0
9,14,88,0,0,0,1,0,114.5,25.7,27.7,19.6,7,0.0,5,5,0,0,0
9,15,87,0,1,0,0,0,19.9,24.8,28.3,,7,0.0,5,5,0,0,0
9,16,81,0,0,0,0,0,95.3,33.9,32.4,21.4,7,352.5,5,5,0,1,0
9,17,93,0,0,0,0,0,82.5,25.8,31.3,44.1,7,0.0,5,5,0,0,0
9,18,75,0,1,0,0,0,109.85,59.5,58.5,,7,0.0,5,5,0,0,0
10,1,87,0,0,0,0,0,74.3,54.3,33.9,24.2,17,15.3,9,5,0,1,0
10,2,157,0,0,0,0,0,77.8,28.2,50.7,28.5,17,0.0,9,5,0,0,0
10,3,102,0,0,0,0,0,111.2,25.5,28.8,20.8,17,0.0,9,5,0,0,0
10,4,92,0,0,0,0,0,114.2,24.9,28.2,20.1,17,0.0,9,5,0,0,0
10,5,161,0,0,0,0,0,108.6,24.6,29.3,23.0,17,0.0,9,5,0,0,0
10,6,97,0,0,0,0,0,96.9,32.3,32.9,21.1,17,0.0,9,5,0,0,0
10,7,103,0,0,0,0,0,113.5,24.8,28.5,20.3,17,0.0,9,5,0,0,0
10,8,81,0,0,0,0,0,114.5,24.6,28.3,20.1,17,0.0,9,5,0,0,0
10,9,93,0,0,0,0,0,90.7,32.1,35.0,25.0,17,0.0,9,5,0,0,0
10,10,121,0,0,0,0,0,113.8,24.8,28.5,20.2,17,0.0,9,5,0,0,0
10,11,72,0,1,0,0,0,30.9,24.9,31.2,,17,0.0,9,5,0,0,0
10,12,79,0,0,0,0,0,82.3,40.1,35.6,25.8,17,197.6,9,5,0,1,0
10,13,104,0,0,0,0,0,92.8,32.7,34.9,22.5,17,0.0,9,5,0,0,0
10,14,103,0,0,0,0,0,116.0,24.2,28.2,19.6,17,0.0,9,5,0,0,0
10,15,71,0,0,0,0,0,101.6,28.5,33.1,20.6,17,0.0,9,5,0,0,0
10,16,117,0,0,0,0,0,98.9,29.7,34.0,20.8,17,0.0,9,5,0,0,0
10,17,89,1,0,1,1,1,116.8,23.9,28.0,19.6,17,0.0,9,5,0,0,0
10,18,85,0,1,0,0,0,109.85,25.8,29.8,,17,0.0,9,5,0,0,0
11,1,162,0,0,0,0,0,79.6,50.2,31.8,23.0,2,12.0,9,5,0,1,0
11,2,187,0,0,0,0,0,70.8,26.3,33.5,58.2,2,0.0,9,5,0,0,0
11,3,132,0,0,0,0,0,70.1,64.7,33.3,21.1,2,0.0,9,5,0,0,0
11,4,79,0,0,0,0,0,114.2,24.7,28.3,20.1,2,0.0,9,5,0,0,0
11,5,108,0,0,0,0,0,112.3,25.0,29.2,20.2,2,0.0,9,5,0,0,0
11,6,99,0,0,0,0,0,114.3,24.8,28.3,20.0,2,0.0,9,5,0,0,0
11,7,72,0,0,0,0,0,113.8,24.7,28.6,20.1,2,0.0,9,5,0,0,0
11,8,95,0,0,0,0,0,114.3,24.8,28.2,20.1,2,0.0,9,5,0,0,0
11,9,71,0,0,0,0,0,113.8,24.7,28.5,20.2,2,0.0,9,5,0,0,0
11,10,154,0,1,0,0,0,20.7,26.2,30.7,,2,0.0,9,5,0,0,0
11,11,77,0,0,0,0,0,92.9,37.6,30.2,22.0,2,330.9,9,5,0,1,0
11,12,145,0,0,0,0,0,100.5,26.8,35.3,21.0,2,0.0,9,5,0,0,0
11,13,78,0,0,0,0,0,116.7,24.3,27.6,19.6,2,0.0,9,5,0,0,0
11,14,79,0,0,0,0,0,81.6,36.8,42.0,23.6,2,0.0,9,5,0,0,0
11,15,68,1,0,1,1,1,117.3,24.0,27.6,19.6,2,0.0,9,5,0,0,0
11,16,117,0,1,0,0,0,109.85,27.5,30.3,,2,0.0,9,5,0,0,0
12,1,103,0,0,0,0,0,45.4,108.1,33.5,42.5,21,72.5,3,5,0,1,0
12,2,72,0,0,0,0,0,94.5,37.7,29.5,21.2,21,0.0,3,5,0,0,0
12,3,120,0,0,0,0,0,112.1,25.5,28.5,20.5,21,0.0,3,5,0,0,0
12,4,73,0,0,0,0,0,113.3,25.1,28.3,20.3,21,0.0,3,5,0,0,0
12,5,98,0,0,0,0,0,107.1,26.7,30.2,21.2,21,0.0,3,5,0,0,0
12,6,111,0,0,0,0,0,114.4,24.9,28.1,20.1,21,0.0,3,5,0,0,0
12,7,99,0,0,0,0,0,97.2,32.1,32.6,21.3,21,0.0,3,5,0,0,0
12,8,73,0,0,0,0,0,109.6,24.4,30.4,21.4,21,0.0,3,5,0,0,0
12,9,87,0,0,0,0,0,114.9,24.1,28.5,20.0,21,0.0,3,5,0,0,0
12,10,107,0,0,0,0,0,95.5,30.3,33.2,23.9,21,0.0,3,5,0,0,0
12,11,172,0,0,0,1,0,116.8,24.1,27.6,19.8,21,0.0,3,5,0,0,0
12,12,74,0,1,0,0,0,73.3,27.9,32.2,,21,0.0,3,5,0,0,0
12,13,85,0,0,0,0,0,29.2,234.4,31.4,20.2,21,230.5,3,5,0,1,0
12,14,71,1,0,1,0,1,117.1,24.0,27.7,19.6,21,0.0,3,5,0,0,0
12,15,101,0,0,0,0,0,100.6,29.5,33.0,20.4,21,0.0,3,5,0,0,0
12,16,88,0,0,0,0,0,113.7,25.0,28.4,20.1,21,0.0,3,5,0,0,0
12,17,94,0,1,0,0,0,90.6,24.5,29.5,38.2,21,0.0,3,5,0,0,0
12,18,72,0,1,0,0,0,27.4,198.3,57.5,49.1,21,174.0,3,5,0,1,0
13,1,87,0,0,0,0,0,48.6,101.2,33.0,37.7,6,67.1,1,5,0,1,0
13,2,73,0,0,0,0,0,87.8,41.5,31.3,22.3,6,0.0,1,5,0,0,0
13,3,85,0,0,0,0,0,109.2,25.7,29.3,21.5,6,0.0,1,5,0,0,0
13,4,93,0,0,0,0,0,113.3,24.9,28.5,20.4,6,0.0,1,5,0,0,0
13,5,90,0,0,0,0,0,114.7,24.4,28.0,20.4,6,0.0,1,5,0,0,0
13,6,89,0,0,0,0,0,103.5,25.4,34.2,21.2,6,0.0,1,5,0,0,0
13,7,123,0,0,0,0,0,111.8,24.6,29.5,20.7,6,0.0,1,5,0,0,0
13,8,83,0,0,0,1,0,115.7,24.4,27.8,20.0,6,0.0,1,5,0,0,0
13,9,101,0,0,0,0,0,100.3,26.6,34.2,22.5,6,0.0,1,5,0,0,0
13,10,83,0,0,0,0,0,115.2,24.6,28.0,19.9,6,0.0,1,5,0,0,0
13,11,105,1,0,1,0,1,115.9,24.3,27.9,19.9,6,0.0,1,5,0,0,0
13,12,85,0,0,0,0,0,96.6,26.8,34.5,25.2,6,0.0,1,5,0,0,0
13,13,83,0,0,0,0,0,112.5,24.8,28.0,21.5,6,0.0,1,5,0,0,0
13,14,93,0,0,0,0,0,102.7,25.1,32.3,23.8,6,0.0,1,5,0,0,0
13,15,123,0,1,0,0,0,109.85,27.3,29.9,,6,0.0,1,5,0,0,0
14,1,104,0,0,0,0,0,44.9,110.9,31.9,43.2,10,76.8,1,5,0,1,0
14,2,95,0,0,0,0,0,91.5,37.8,32.3,21.2,10,0.0,1,5,0,0,0
14,3,96,0,0,0,0,0,111.7,25.1,28.6,21.1,10,0.0,1,5,0,0,0
14,5,109,0,0,0,0,0,110.3,25.1,29.5,21.2,10,0.0,1,5,0,0,0
14,6,88,0,0,0,0,0,114.8,24.6,28.0,20.1,10,0.0,1,5,0,0,0
14,7,87,0,0,0,0,0,114.9,24.4,27.9,20.4,10,0.0,1,5,0,0,0
14,8,102,0,1,0,0,0,31.6,24.3,29.5,,10,0.0,1,5,0,0,0
14,9,93,0,0,0,0,0,102.2,32.6,28.9,20.2,10,195.5,1,5,0,1,0
14,10,98,0,0,0,0,0,113.5,24.9,28.6,20.1,10,0.0,1,5,0,0,0
14,11,110,0,0,0,0,0,113.7,24.8,28.6,20.0,10,0.0,1,5,0,0,0
14,12,81,0,0,0,0,0,102.4,26.3,32.6,22.7,10,0.0,1,5,0,0,0
14,13,92,0,0,0,0,0,115.4,24.9,27.7,19.8,10,0.0,1,5,0,0,0
14,14,96,0,0,0,0,0,115.7,24.5,27.9,19.8,10,0.0,1,5,0,0,0
14,15,104,0,0,0,0,0,107.6,24.2,32.9,20.5,10,0.0,1,5,0,0,0
14,16,120,0,1,0,0,0,32.1,24.1,27.9,,10,0.0,1,5,0,0,0
14,17,128,0,0,0,0,1,102.0,31.6,30.6,19.6,10,193.4,1,5,0,1,0
14,18,107,1,0,2,1,0,118.1,23.5,27.2,20.0,10,0.0,1,5,0,0,0
14,19,72,0,1,0,0,0,109.85,53.3,58.8,,10,0.0,1,5,0,0,0
15,1,80,0,0,0,0,0,43.1,115.4,32.2,46.3,18,79.2,6,5,0,1,0
15,2,88,0,0,0,0,0,96.8,34.3,30.7,21.3,18,0.0,6,5,0,0,0
15,3,98,0,0,0,0,0,110.4,25.4,29.0,21.2,18,0.0,6,5,0,0,0
15,4,111,0,0,0,0,0,77.5,25.2,60.0,22.6,18,0.0,6,5,0,0,0
15,5,82,0,0,0,0,0,113.4,24.8,28.5,20.4,18,0.0,6,5,0,0,0
15,6,112,0,0,0,0,0,108.2,25.5,29.6,22.2,18,0.0,6,5,0,0,0
15,7,70,0,0,0,0,0,115.0,24.4,27.9,20.2,18,0.0,6,5,0,0,0
15,8,88,0,0,0,0,0,113.0,24.9,28.7,20.4,18,0.0,6,5,0,0,0
15,9,101,0,0,0,0,0,112.8,24.8,28.9,20.3,18,0.0,6,5,0,0,0
15,10,102,0,0,0,0,0,112.3,24.9,29.0,20.5,18,0.0,6,5,0,0,0
15,11,102,0,0,0,0,0,112.7,25.0,28.8,20.3,18,0.0,6,5,0,0,0
15,12,72,0,0,0,0,0,113.1,25.0,28.6,20.2,18,0.0,6,5,0,0,0
15,13,88,0,1,0,0,0,18.1,26.7,32.4,,18,0.0,6,5,0,0,0
15,14,99,0,0,0,0,0,89.9,36.0,34.1,22.8,18,384.0,6,5,0,1,0
15,15,97,0,0,0,1,1,116.6,24.4,27.6,19.7,18,0.0,6,5,0,0,0
15,16,83,1,0,1,0,0,116.9,23.9,27.7,19.8,18,0.0,6,5,0,0,0
15,17,69,0,0,0,0,0,82.3,36.8,38.7,26.0,18,0.0,6,5,0,0,0
15,18,81,0,1,0,0,0,109.85,49.9,55.6,,18,0.0,6,5,0,0,0
16,1,112,0,0,0,0,0,67.3,67.8,32.6,23.7,16,31.7,0,5,0,1,0
16,2,73,0,0,0,0,0,78.4,26.9,53.5,26.1,16,0.0,0,5,0,0,0
16,3,199,0,0,0,0,0,106.5,25.7,30.1,22.7,16,0.0,0,5,0,0,0
16,4,74,0,0,0,0,0,111.0,26.1,28.6,20.6,16,0.0,0,5,0,0,0
16,5,104,0,0,0,0,0,108.9,25.1,29.6,22.0,16,0.0,0,5,0,0,0
16,6,79,0,0,0,0,0,112.6,25.0,28.8,20.4,16,0.0,0,5,0,0,0
16,7,87,0,0,0,0,0,114.7,24.7,28.1,20.1,16,0.0,0,5,0,0,0
16,8,96,0,0,0,0,0,115.4,24.4,28.1,19.8,16,0.0,0,5,0,0,0
16,9,85,0,0,0,0,0,98.2,26.1,36.5,22.5,16,0.0,0,5,0,0,0
16,10,77,0,0,0,0,0,115.5,24.3,28.0,20.0,16,0.0,0,5,0,0,0
16,11,71,0,0,0,0,0,99.9,24.4,36.0,23.2,16,0.0,0,5,0,0,0
16,12,111,0,0,0,0,0,108.3,24.6,28.2,24.3,16,0.0,0,5,0,0,0
16,13,149,1,0,0,0,0,115.6,24.3,28.1,19.8,16,0.0,0,5,0,0,0
16,14,93,0,1,0,0,0,19.7,27.0,29.2,,16,0.0,0,5,0,0,0
16,15,100,0,0,0,0,0,97.9,34.3,30.5,20.4,16,353.1,0,5,0,1,0
16,16,88,0,0,0,0,0,114.2,24.3,28.5,20.5,16,0.0,0,5,0,0,0
16,17,91,0,0,0,0,0,102.1,26.6,32.2,23.0,16,0.0,0,5,0,0,0
16,18,86,0,0,0,0,1,111.3,26.0,29.3,19.7,16,0.0,0,5,0,0,0
16,19,89,0,1,1,1,0,109.85,23.8,27.5,,16,0.0,0,5,0,0,0
17,1,95,0,0,0,0,0,62.2,75.5,31.9,27.0,11,40.4,11,5,0,1,0
17,2,112,0,0,0,0,0,75.3,44.7,43.8,22.3,11,0.0,11,5,0,0,0
17,3,73,0,0,0,0,0,109.3,26.5,29.0,20.9,11,0.0,11,5,0,0,0
17,4,77,0,0,0,0,0,113.0,25.0,28.6,20.3,11,0.0,11,5,0,0,0
17,5,100,0,0,0,0,0,85.4,31.9,39.8,26.1,11,0.0,11,5,0,0,0
17,6,107,0,0,0,0,0,115.0,24.5,28.0,20.1,11,0.0,11,5,0,0,0
17,7,101,0,0,0,0,0,114.3,24.3,28.6,20.1,11,0.0,11,5,0,0,0
17,8,70,0,0,0,0,0,84.2,36.0,40.7,22.5,11,0.0,11,5,0,0,0
17,9,122,0,0,0,0,0,115.9,24.3,27.9,19.9,11,0.0,11,5,0,0,0
17,10,68,0,0,0,0,0,115.2,24.3,28.1,20.0,11,0.0,11,5,0,0,0
17,11,90,0,1,0,0,0,21.5,25.8,29.5,,11,0.0,11,5,0,0,0
17,12,83,0,0,0,0,0,82.1,43.4,35.6,22.7,11,316.1,11,5,0,1,0
17,13,103,0,0,0,0,0,116.4,24.2,27.7,19.8,11,0.0,11,5,0,0,0
17,14,97,0,0,1,0,0,98.3,24.0,35.3,25.7,11,0.0,11,5,0,0,0
17,15,83,1,0,0,1,1,116.8,24.3,27.5,19.8,11,0.0,11,5,0,0,0
17,16,79,0,0,0,0,0,116.4,24.2,27.6,19.9,11,0.0,11,5,0,0,0
17,17,88,0,0,0,0,0,111.5,24.7,29.6,20.6,11,0.0,11,5,0,0,0
17,18,88,0,0,0,0,0,113.5,24.9,28.4,20.2,11,0.0,11,5,0,0,0
17,19,71,0,1,0,0,0,109.85,24.8,35.5,,11,0.0,11,5,0,0,0
18,1,86,0,0,0,0,0,70.7,60.9,33.1,24.2,4,23.2,4,5,0,1,0
18,2,100,0,0,0,0,0,77.5,27.0,52.2,28.5,4,0.0,4,5,0,0,0
18,3,73,0,0,0,0,0,106.8,26.2,30.7,21.4,4,0.0,4,5,0,0,0
18,4,90,0,0,0,0,0,111.9,25.3,28.8,20.5,4,0.0,4,5,0,0,0
18,5,109,0,0,0,0,0,104.9,27.0,30.3,22.3,4,0.0,4,5,0,0,0
18,6,136,0,0,0,0,0,97.8,30.6,32.8,21.9,4,0.0,4,5,0,0,0
18,7,88,0,0,0,0,0,112.5,24.9,29.1,20.3,4,0.0,4,5,0,0,0
18,8,88,0,0,0,0,0,97.2,31.7,34.0,20.3,4,0.0,4,5,0,0,0
18,9,73,0,1,0,0,0,21.8,24.5,28.1,,4,0.0,4,5,0,0,0
18,10,94,0,0,0,0,0,90.6,39.1,31.3,21.8,4,316.4,4,5,0,1,0
18,11,69,0,0,0,0,0,110.2,25.4,28.0,22.5,4,0.0,4,5,0,0,0
18,12,106,0,0,0,1,0,115.1,24.8,27.8,19.9,4,0.0,4,5,0,0,0
18,13,106,1,0,1,0,1,115.5,24.4,28.1,19.8,4,0.0,4,5,0,0,0
18,14,73,0,1,0,0,0,21.5,25.3,28.4,,4,0.0,4,5,0,0,0
18,15,98,0,1,0,0,0,109.85,36.2,31.4,,4,319.5,4,5,0,1,0
0,1,181,0,0,0,0,0,68.5,63.9,34.1,24.0,8,27.3,4,5,0,1,0
0,2,86,0,0,0,0,0,78.3,25.8,51.6,29.2,8,0.0,4,5,0,0,0
0,3,112,0,0,0,0,0,111.9,24.9,28.7,21.1,8,0.0,4,5,0,0,0
0,4,112,0,1,0,0,0,72.2,24.7,28.5,,8,0.0,4,5,0,0,0
0,5,72,0,0,0,0,0,95.0,34.8,31.1,22.0,8,47.8,4,5,0,1,0
0,6,93,0,0,0,0,0,109.0,25.5,29.6,21.6,8,0.0,4,5,0,0,0
0,7,142,0,0,0,0,0,108.3,25.3,29.7,22.0,8,0.0,4,5,0,0,0
0,8,86,0,0,0,0,0,113.3,25.1,28.5,20.2,8,0.0,4,5,0,0,0
0,9,101,0,1,0,0,0,11.3,25.9,29.5,,8,0.0,4,5,0,0,0
0,10,88,0,0,0,0,0,95.5,34.4,32.5,20.7,8,664.7,4,5,0,1,0
0,11,93,2,0,1,1,2,118.8,23.7,27.2,19.4,8,0.0,4,5,0,0,0
0,12,112,0,0,0,0,0,113.4,25.0,28.5,20.2,8,0.0,4,5,0,0,0
0,13,91,0,0,0,0,0,113.9,24.9,28.2,20.2,8,0.0,4,5,0,0,0
0,14,68,0,0,0,0,0,108.2,25.1,28.3,23.8,8,0.0,4,5,0,0,0
0,15,133,0,1,0,0,0,109.85,50.8,55.0,,8,0.0,4,5,0,0,0
19,1,105,0,0,0,0,0,59.3,84.8,32.4,23.6,13,49.4,10,5,0,1,0
19,2,134,0,0,0,0,0,77.2,48.6,37.3,22.3,13,0.0,10,5,0,0,0
19,3,103,0,0,0,0,0,109.0,26.3,29.0,21.3,13,0.0,10,5,0,0,0
19,4,99,0,0,0,0,0,113.2,25.1,28.5,20.2,13,0.0,10,5,0,0,0
19,5,98,0,0,0,0,0,113.0,25.0,28.5,20.4,13,0.0,10,5,0,0,0
19,6,68,0,0,0,0,0,105.5,24.8,30.6,23.8,13,0.0,10,5,0,0,0
19,7,192,0,0,0,0,0,109.2,24.9,30.3,21.3,13,0.0,10,5,0,0,0
19,8,89,0,0,0,0,0,114.4,24.6,28.4,20.0,13,0.0,10,5,0,0,0
19,9,74,0,0,0,0,0,113.7,24.8,28.6,20.0,13,0.0,10,5,0,0,0
19,10,83,0,0,0,0,0,98.8,30.3,33.2,21.0,13,0.0,10,5,0,0,0
19,11,139,0,0,1,0,0,115.8,24.2,28.1,19.8,13,0.0,10,5,0,0,0
19,12,76,0,0,0,0,0,92.7,29.5,37.9,22.8,13,0.0,10,5,0,0,0
19,13,87,1,0,0,1,1,116.4,24.2,27.9,19.6,13,0.0,10,5,0,0,0
19,14,87,0,0,0,0,0,91.1,30.7,36.0,25.0,13,0.0,10,5,0,0,0
19,15,98,0,0,0,0,0,95.4,30.9,35.4,21.3,13,0.0,10,5,0,0,0
19,16,89,0,1,0,0,0,16.0,24.2,28.1,,13,0.0,10,5,0,0,0
19,17,131,0,1,0,0,0,109.85,36.1,35.0,,13,450.5,10,5,0,1,0
1,1,95,0,0,0,0,0,71.2,58.4,32.7,26.2,20,20.3,7,5,0,1,0
1,2,93,0,0,0,0,0,78.9,26.2,49.8,29.9,20,0.0,7,5,0,0,0
1,3,88,0,0,0,0,0,111.5,25.8,28.6,20.5,20,0.0,7,5,0,0,0
1,4,73,0,0,0,0,0,113.0,25.3,28.4,20.2,20,0.0,7,5,0,0,0
1,5,102,0,0,0,0,0,112.0,24.9,29.3,20.3,20,0.0,7,5,0,0,0
1,6,131,0,0,0,0,0,114.8,24.8,28.1,19.9,20,0.0,7,5,0,0,0
1,7,85,0,0,0,0,0,114.1,25.0,28.2,20.0,20,0.0,7,5,0,0,0
1,8,70,0,0,0,0,0,113.9,24.8,28.4,20.2,20,0.0,7,5,0,0,0
1,9,70,0,0,0,0,0,114.3,24.7,28.4,20.0,20,0.0,7,5,0,0,0
1,10,73,0,0,0,0,0,105.5,28.8,30.4,20.0,20,0.0,7,5,0,0,0
1,11,71,0,0,0,0,0,114.1,24.8,28.2,20.2,20,0.0,7,5,0,0,0
1,12,174,0,0,0,0,0,114.2,24.8,28.3,20.1,20,0.0,7,5,0,0,0
1,13,96,0,1,0,0,0,23.2,26.4,30.0,,20,0.0,7,5,0,0,0
1,15,82,0,0,0,0,0,102.7,26.7,32.9,21.8,20,0.0,7,5,0,0,0
1,16,106,1,0,0,1,1,117.6,24.1,27.5,19.5,20,0.0,7,5,0,0,0
1,17,91,0,0,0,0,0,90.2,30.2,39.5,22.9,20,0.0,7,5,0,0,0
1,18,92,0,0,0,0,0,102.5,24.1,34.1,23.3,20,0.0,7,5,0,0,0
1,19,109,0,0,1,0,0,117.2,24.0,27.5,19.8,20,0.0,7,5,0,0,0
1,20,92,0,1,0,0,0,109.85,32.6,48.9,,20,0.0,7,5,0,0,0
2,1,73,0,0,0,0,0,55.1,89.0,37.7,24.9,6,54.2,2,5,0,1,0
2,2,95,0,0,0,0,0,78.7,52.4,32.2,21.5,6,0.0,2,5,0,0,0
2,3,98,0,0,0,0,0,109.2,26.4,29.4,20.7,6,0.0,2,5,0,0,0
2,4,73,0,0,0,0,0,111.0,25.7,29.0,20.6,6,0.0,2,5,0,0,0
2,5,101,0,0,0,0,0,111.5,25.3,29.0,20.6,6,0.0,2,5,0,0,0
2,6,120,0,0,0,0,0,112.3,25.2,28.9,20.3,6,0.0,2,5,0,0,0
2,7,97,0,0,0,0,0,112.7,24.9,28.9,20.3,6,0.0,2,5,0,0,0
2,8,85,0,0,0,0,0,113.3,25.0,28.6,20.1,6,0.0,2,5,0,0,0
2,9,77,0,0,0,0,0,94.2,27.7,38.5,22.5,6,0.0,2,5,0,0,0
2,10,107,0,0,0,0,0,114.7,24.6,28.2,20.0,6,0.0,2,5,0,0,0
2,11,106,0,0,0,0,0,95.8,30.0,35.5,21.6,6,0.0,2,5,0,0,0
2,12,97,0,0,0,0,0,115.2,24.3,28.2,19.9,6,0.0,2,5,0,0,0
2,13,102,0,1,0,0,0,36.2,26.2,32.1,,6,0.0,2,5,0,0,0
2,14,87,0,0,0,0,0,96.6,33.8,31.8,20.9,6,155.6,2,5,0,1,0
2,15,122,0,0,0,0,0,105.6,26.5,30.7,21.9,6,0.0,2,5,0,0,0
2,16,107,0,0,0,0,0,107.7,24.1,28.0,25.5,6,0.0,2,5,0,0,0
2,17,90,0,0,0,0,0,101.2,27.8,32.4,22.4,6,0.0,2,5,0,0,0
2,18,108,1,0,1,1,1,117.7,23.9,27.6,19.5,6,0.0,2,5,0,0,0
2,19,80,0,1,0,0,0,109.85,29.1,37.0,,6,0.0,2,5,0,0,0
3,1,88,0,0,0,0,0,55.7,90.7,33.8,25.5,3,56.2,2,5,0,1,0
3,2,95,0,0,0,0,0,78.4,52.8,32.2,21.5,3,0.0,2,5,0,0,0
3,3,91,0,0,0,0,0,109.1,26.1,29.6,20.8,3,0.0,2,5,0,0,0
3,4,89,0,0,0,0,0,110.4,26.1,28.9,20.6,3,0.0,2,5,0,0,0
3,5,92,0,0,0,0,0,110.8,25.2,29.6,20.5,3,0.0,2,5,0,0,0
3,6,70,0,0,0,0,0,113.4,25.0,28.7,20.0,3,0.0,2,5,0,0,0
3,7,89,0,0,0,0,0,111.7,25.5,28.8,20.5,3,0.0,2,5,0,0,0
3,8,121,0,0,0,0,0,114.0,24.8,28.4,20.1,3,0.0,2,5,0,0,0
3,9,92,0,0,0,0,0,113.5,24.8,28.6,20.1,3,0.0,2,5,0,0,0
3,10,89,0,0,0,0,0,112.8,25.0,28.7,20.3,3,0.0,2,5,0,0,0
3,11,109,0,0,0,0,0,91.4,32.4,36.5,22.6,3,0.0,2,5,0,0,0
3,12,88,0,0,0,0,0,114.8,24.5,28.1,20.1,3,0.0,2,5,0,0,0
3,13,109,0,0,0,0,0,97.3,29.4,35.5,21.1,3,0.0,2,5,0,0,0
3,14,101,0,1,0,0,0,52.5,24.4,28.7,,3,0.0,2,5,0,0,0
3,15,91,0,0,0,0,0,84.5,46.6,30.4,21.8,3,89.3,2,5,0,1,0
