ID,RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars
uid_22873,0.7,Premium,I,VS2,63.0,60.0,5.62,5.59,3.53,1966
uid_2396,1.13,Premium,G,,61.4,58.0,6.68,,,-6148
uid_31692,0.72,Premium,I,SI1,61.5,59.0,5.78,5.73,,2262
uid_3065,-1.200528785783076,Ideal,F,VS1,61.8,54.0,5.24,5.27,3.25,15177
uid_34994,1.53,Very Good,H,,61.0,61.0,7.4,,4.53,10468
uid_29112,0.39,Premium,G,,60.4,59.0,4.75,4.72,2.86,1170
uid_16770,0.35,Premium,G,VVS2,62.2,58.0,4.54,4.49,2.81,1024
uid_34548,1.01,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12,3671
uid_13221,0.31,Ideal,G,VVS1,61.0,57.0,4.38,4.4,2.68,789
uid_47574,0.4,Premium,D,SI1,60.8,59.0,4.8,4.77,2.91,990
uid_38742,1.05,Ideal,F,SI2,62.7,54.0,6.5,,4.09,4866
uid_48750,-1.8361460404012984,Ideal,E,VS1,59.9,55.0,,4.49,2.68,758
uid_11774,0.51,Ideal,F,SI1,61.9,56.0,5.11,5.16,3.18,1346
uid_45331,0.7,Very Good,D,SI1,63.4,58.0,5.63,5.66,3.58,2734
uid_746,1.26,Very Good,H,SI1,62.5,56.0,6.88,6.93,4.31,7477
uid_36612,0.74,Premium,E,VS1,60.0,57.0,5.94,,3.55,3133
uid_41151,1.01,Ideal,F,VS1,60.8,57.0,6.54,6.52,3.97,7412
uid_30623,2.01,Ideal,I,SI1,62.5,57.0,8.08,8.01,5.03,15140
uid_11227,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5546
uid_1573,1.11,Ideal,G,VVS2,61.6,57.0,6.7,6.74,4.14,21902
uid_42182,0.63,Premium,G,VS2,61.5,57.0,5.54,5.51,3.4,1871
uid_32237,2.02,Ideal,I,SI2,61.7,57.0,8.12,8.05,4.99,13229
uid_42815,1.01,Premium,I,SI1,61.8,58.0,6.45,,3.96,4185
uid_10313,0.91,Ideal,H,SI1,62.4,57.0,6.18,6.23,3.87,3635
uid_42269,0.37,Premium,E,VS2,62.3,59.0,4.59,4.56,2.85,1041
uid_6294,0.23,Very Good,E,VVS1,61.9,58.0,3.94,3.98,2.45,472
uid_7127,0.71,Very Good,G,SI1,64.2,56.0,5.6,5.65,3.61,2072
uid_26351,1.04,Premium,E,SI2,59.2,58.0,6.7,6.64,3.95,4566
uid_2018,0.41,Premium,H,,60.4,58.0,4.79,4.85,2.91,1043
uid_8845,0.7,Premium,E,SI1,62.4,60.0,5.72,,3.54,2310
uid_34208,0.32,Very Good,I,VS2,63.4,55.0,4.37,4.33,2.76,14015
uid_36929,1.01,Good,E,SI2,63.7,55.0,6.38,6.31,4.05,4118
uid_39683,0.9,Good,F,,63.3,57.0,,6.14,3.87,3116
uid_51418,0.79,Premium,E,SI2,61.4,58.0,6.03,5.96,3.68,2756
uid_3716,2.08,Premium,I,SI2,62.3,58.0,8.18,8.13,5.08,14947
uid_25944,0.71,Ideal,I,VS1,60.9,55.0,5.8,5.81,3.53,2525
uid_29908,1.03,Ideal,D,SI1,62.4,57.0,6.47,6.44,4.03,5653
uid_19983,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3734
uid_22104,0.9,Ideal,F,SI2,61.9,56.0,6.19,6.24,3.85,3796
uid_32204,3.129779824125994,Very Good,E,SI2,59.5,59.0,6.71,6.78,4.01,4840
uid_32763,0.53,Ideal,D,SI1,60.4,57.0,,5.31,3.2,2021
uid_45850,0.56,Ideal,D,VS2,61.0,57.0,5.35,5.28,3.24,2066
uid_35273,0.54,Ideal,F,VS2,60.3,55.0,5.26,5.32,3.19,1662
uid_13829,0.8,Very Good,H,,62.8,57.0,5.87,5.91,3.7,17468
uid_2979,0.33,Very Good,H,VVS2,61.9,55.0,4.44,4.46,2.75,614
uid_33379,0.42,Ideal,G,VVS2,62.2,56.0,4.77,4.81,2.98,1031
uid_28428,0.42,Ideal,E,VVS1,61.6,56.0,4.82,4.85,2.98,1400
uid_44762,2.05,Ideal,H,VS2,61.6,57.0,8.2,8.14,5.03,18659
uid_8705,0.54,Ideal,H,SI2,61.6,56.0,5.25,5.28,3.24,1073
uid_14943,0.71,Ideal,D,SI2,61.1,57.0,5.77,5.79,3.53,2612
uid_10565,1.2,Premium,H,SI1,60.8,60.0,6.87,6.79,4.15,5822
uid_39841,0.51,Premium,F,VVS2,62.3,58.0,5.1,5.08,3.17,2056
uid_37633,0.37,Ideal,G,IF,61.5,56.0,4.6,4.64,2.84,1056
uid_16909,0.34,Ideal,E,VS1,61.0,57.0,4.52,4.49,2.75,1033
uid_30847,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5293
uid_13645,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,4197
uid_19204,1.21,Ideal,G,VVS1,61.4,58.0,6.85,6.89,4.22,10483
uid_35509,1.04,Ideal,G,VS2,60.7,56.0,6.59,6.54,3.99,7415
uid_44506,0.34,Ideal,D,SI1,62.8,55.0,4.5,,2.81,803
uid_4110,1.9635707561676148,Ideal,H,VS1,62.1,55.0,4.17,4.21,2.6,476
uid_47719,3.107316799670855,Ideal,D,SI1,62.7,55.0,6.79,6.71,4.23,7903
uid_35023,0.61,Ideal,G,VVS2,62.4,53.8,,5.45,3.39,2331
uid_16060,1.11,Very Good,H,SI2,61.5,59.0,6.56,6.61,4.05,4029
uid_33460,1.63,Ideal,F,I1,62.0,55.1,7.5,7.57,4.68,7100
uid_3291,1.01,Ideal,G,,62.2,61.0,6.34,6.4,3.96,8957
uid_31899,0.20616363134137172,Very Good,I,VS1,63.4,58.0,,7.6,4.81,-483
uid_22467,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2351
uid_1528,1.11,Ideal,E,SI2,60.6,56.0,6.76,6.78,4.1,5962
uid_33012,0.33,Premium,H,VS2,60.4,60.0,4.48,4.52,2.72,521
uid_45184,0.71,Ideal,G,VS1,62.6,57.0,5.67,5.7,3.56,2930
uid_37124,1.01,Very Good,F,IF,61.9,59.0,6.38,6.45,3.97,10476
uid_36774,0.7,Very Good,G,SI1,63.5,56.0,5.64,5.7,3.6,2293
uid_38831,1.16,Ideal,J,SI1,61.8,55.0,6.75,6.78,4.18,5124
uid_44336,1.01,Very Good,D,SI2,61.5,56.0,6.39,6.46,3.95,4719
uid_6375,1.9009226731915334,Ideal,E,VS1,62.2,54.0,4.39,4.42,2.74,739
uid_39074,2.01,Very Good,G,SI1,63.2,56.0,8.04,,5.06,16742
uid_19517,0.28,Ideal,E,VS1,62.0,56.0,4.18,,,487
uid_29096,0.3,Ideal,D,VVS2,61.7,57.0,,4.36,2.68,814
uid_36356,0.55,Ideal,H,VVS1,60.5,57.0,5.32,5.35,3.23,1741
uid_49877,0.23,Very Good,E,IF,59.9,58.0,3.98,4.03,,492
uid_36184,0.41,Ideal,G,,62.1,53.6,4.75,4.79,2.96,659
uid_49165,0.71,Premium,E,VS2,62.2,59.0,,5.61,3.52,3062
uid_2795,0.31,Premium,F,VS2,61.7,58.0,4.38,4.34,2.69,802
uid_25600,2.704030503253757,Ideal,G,VVS1,62.7,58.0,5.39,5.43,3.39,2544
uid_16320,0.56,Ideal,D,VS2,62.2,56.0,5.24,5.28,3.27,1963
uid_6723,1.24,Premium,H,,61.2,57.0,7.02,6.87,4.25,5694
uid_16296,0.26,Ideal,H,VS2,62.1,55.0,4.08,4.1,2.54,434
uid_37185,1.51,Very Good,G,VS2,58.9,60.0,7.47,7.55,4.42,12756
uid_49539,0.27,Very Good,E,VVS2,62.5,59.0,,4.14,2.57,620
uid_44417,0.4,Very Good,E,VS2,62.9,55.0,4.72,,2.97,912
uid_42523,0.42,Premium,G,VVS1,59.3,59.0,4.9,4.92,2.91,1179
uid_53062,0.9,Ideal,E,SI1,61.9,54.0,6.19,6.22,3.84,5373
uid_1486,0.34,Ideal,G,IF,61.6,56.0,4.48,4.51,2.77,1014
uid_46013,0.68,Premium,H,SI1,58.7,60.0,5.8,5.76,,1708
uid_9852,0.3,Premium,F,VVS2,61.0,59.0,4.33,4.3,2.63,945
uid_33896,0.32,Ideal,F,,62.1,56.0,,4.46,2.75,741
uid_31696,2.8476764277686937,Ideal,H,VS2,61.9,55.0,7.05,7.08,4.37,8771
uid_4963,0.57,Very Good,G,VS1,59.9,57.0,5.38,5.47,3.25,1934
uid_1349,1.14,Very Good,E,SI2,60.2,58.0,,6.78,4.06,5014
uid_37937,0.31,Premium,G,VS2,59.9,59.0,4.4,4.38,2.63,698
uid_1179,1.54,Premium,E,VS2,62.3,58.0,7.31,7.39,4.58,15002
uid_35690,0.8,Very Good,E,VVS2,62.9,59.0,5.88,5.95,3.72,4304
uid_1690,0.3,Ideal,H,SI1,62.2,57.0,4.27,4.28,2.66,450
uid_19353,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,10016
uid_25473,0.33,Ideal,H,VVS2,61.9,55.0,4.47,4.45,2.76,854
uid_39252,0.31,Ideal,G,SI2,62.0,54.0,4.38,4.42,2.73,436
uid_24349,0.4,Ideal,H,VS2,61.4,55.0,4.76,4.78,2.93,725
uid_33063,0.82,Ideal,D,VS2,62.4,54.0,5.99,6.02,,4327
uid_45792,0.71,Ideal,G,VVS1,62.6,56.0,5.65,5.69,3.55,-24089
uid_45175,1.36,Ideal,G,SI1,61.0,56.0,7.17,7.2,4.38,8927
uid_10332,2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400
uid_30957,1.02,Ideal,G,VVS1,62.6,56.0,6.39,6.42,4.01,8485
uid_15886,1.04,Very Good,H,IF,62.0,55.0,6.51,6.55,4.05,6694
uid_2661,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2066
uid_20133,1.51,Very Good,F,SI2,63.4,57.0,7.29,7.25,4.61,9471
uid_22224,1.53,Very Good,E,SI1,62.6,57.0,7.25,7.41,4.59,12386
uid_35694,1.5,Ideal,F,SI1,62.7,56.0,7.25,7.35,4.58,9347
uid_20243,1.51,Premium,I,SI2,61.3,55.0,7.41,7.36,4.53,6173
uid_14675,2.01,Premium,J,SI1,60.9,58.0,8.15,8.07,4.94,12048
uid_14345,1.52,Fair,H,SI1,61.2,60.0,7.39,7.29,4.49,8818
uid_21985,1.8494742474567807,Good,H,,63.2,57.0,4.48,4.51,2.84,504
uid_15089,1.23,Ideal,D,SI2,60.6,54.0,6.97,7.02,4.24,6289
uid_43544,0.7,Very Good,F,VS2,62.4,56.0,5.63,5.66,3.52,2473
uid_33314,2.775101321020045,Ideal,G,VVS2,60.7,57.0,6.8,,4.14,9587
uid_15300,2.375954690432018,Ideal,E,VS2,61.8,54.0,,4.43,2.73,599
uid_49549,-0.7453627360477515,Ideal,G,SI1,62.1,54.0,5.78,5.81,3.6,2583
uid_21446,0.51,Good,E,SI1,63.9,56.0,5.11,5.07,3.25,1443
uid_11126,0.73,Very Good,E,SI1,63.3,60.0,5.65,5.7,3.59,2523
uid_16969,2.16,Very Good,G,SI2,62.6,55.0,8.2,8.25,,15166
uid_35980,0.3,Premium,H,SI1,61.3,61.0,4.27,4.25,2.61,540
uid_7365,1.5,Very Good,J,,60.5,63.0,7.32,,4.41,7308
uid_2515,0.32,Premium,H,VS2,60.7,60.0,4.39,4.41,2.67,505
uid_40262,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,4112
uid_32128,0.52,Very Good,E,,62.9,56.0,5.12,5.15,3.23,1120
uid_39812,0.33,Ideal,D,VS2,62.8,54.0,4.46,4.43,2.79,1002
uid_8307,0.9,Premium,G,SI1,62.6,57.0,6.16,6.11,3.84,4455
uid_25170,-0.08084344691066381,Very Good,H,SI1,60.6,59.0,7.41,7.45,4.5,10331
uid_45238,0.31,Premium,F,VS2,63.0,57.0,4.33,4.27,2.71,749
uid_9302,1.22,Premium,F,SI1,61.8,59.0,6.86,6.83,4.23,6887
uid_38896,0.71,Ideal,F,VS1,60.9,56.0,5.76,5.79,3.52,3710
uid_17670,2.07,Premium,I,SI1,59.4,61.0,8.35,8.31,4.95,15392
uid_14494,0.53,Ideal,G,VVS1,61.4,57.0,5.18,,3.19,2001
uid_32985,0.66,Good,G,VS1,59.6,60.2,5.66,5.71,3.38,2275
uid_17991,0.76,Ideal,D,SI1,62.8,57.0,5.81,5.85,3.66,3075
uid_41510,2.03,Ideal,F,SI2,63.3,55.0,7.96,8.05,,18458
uid_41803,2.551648576907363,Premium,D,SI2,62.1,60.0,,5.73,3.55,2299
uid_39973,0.5,Very Good,G,VVS1,63.3,56.0,5.1,5.07,,2070
uid_36627,0.33,Ideal,H,VVS2,60.9,57.0,,,2.74,666
uid_22127,0.93,Premium,F,,61.1,59.0,6.32,6.29,3.85,4182
uid_15136,-0.9807617545448064,Ideal,D,SI2,61.5,55.0,5.9,5.93,3.64,2885
uid_26576,1.01,Good,F,,62.7,61.0,,,3.97,3886
uid_27713,2.02,Very Good,I,VS2,58.8,57.0,8.21,8.29,4.85,14620
uid_23283,0.3,Premium,H,VVS2,60.8,58.0,4.37,4.34,,776
uid_49785,0.3,Premium,D,,62.3,59.0,4.25,4.22,2.64,709
uid_32238,1.07,Ideal,F,SI2,61.6,56.0,0.0,6.62,0.0,4954
uid_31405,0.55,Premium,D,SI1,62.7,59.0,5.25,5.22,3.28,1698
uid_9039,0.27,Ideal,D,VVS1,62.2,56.0,4.15,4.12,2.57,799
uid_22397,0.5,Ideal,F,VVS2,61.6,56.0,5.11,5.08,3.14,2160
uid_18212,0.72,Premium,G,,58.9,58.0,5.93,5.85,3.47,3032
uid_30198,0.4,Good,H,SI1,62.0,61.0,4.69,4.73,2.92,667
uid_1903,0.23,Very Good,E,VVS2,61.3,57.0,3.97,4.02,2.45,15346
uid_45951,0.75,Ideal,E,VS1,62.0,55.0,5.83,5.88,3.66,3462
uid_15826,1.08,Ideal,G,VS1,61.0,56.0,6.62,6.65,,7553
uid_26712,0.4,Ideal,E,VS1,61.7,55.0,4.73,4.76,2.93,1053
uid_18880,0.33,Premium,G,VS1,61.6,60.0,4.46,4.41,2.73,854
uid_34879,0.32,Premium,G,VS2,62.5,58.0,4.38,4.36,2.73,720
uid_5824,0.32,Premium,F,SI1,62.3,55.0,4.44,4.39,2.75,684
uid_39852,0.42,Ideal,G,VVS2,62.4,55.0,4.79,4.82,3.0,1031
uid_44412,0.7,Very Good,G,IF,58.5,60.0,5.83,5.87,3.42,3543
uid_17143,1.5,Very Good,I,SI2,62.7,57.0,7.28,,4.59,7392
uid_1632,1.61,Ideal,G,VS1,61.8,57.0,7.48,7.51,4.63,17076
uid_16671,1.01,Good,G,VS1,62.7,57.0,6.33,,4.0,6066
uid_2983,1.05,Very Good,F,VS2,62.8,57.0,,6.48,,6808
uid_2048,0.32,Ideal,D,SI1,62.9,56.0,4.4,4.38,2.76,706
uid_43749,0.4,Ideal,I,VS2,61.8,56.0,4.73,4.79,2.94,639
uid_15460,0.57,Ideal,G,VVS2,60.5,56.0,5.36,5.38,3.25,1976
uid_13198,0.37,Ideal,H,SI1,62.1,56.0,4.6,4.61,2.86,552
uid_19626,0.75,Very Good,H,SI2,62.2,58.0,5.77,5.83,3.61,2093
uid_5770,1.01,Good,I,,61.7,58.0,6.33,6.4,,4171
uid_20450,1.2,Premium,I,VS1,59.9,59.0,6.96,6.87,4.14,6250
uid_38180,0.35,Very Good,D,SI2,63.3,55.0,,4.45,2.83,669
uid_18567,0.31,Ideal,E,VVS1,61.0,57.0,4.39,4.37,2.67,903
uid_18124,0.73,Fair,I,SI2,61.3,67.0,5.77,5.64,3.51,1892
uid_16111,0.32,Ideal,E,VS2,62.1,54.0,4.4,4.42,2.74,702
uid_40268,0.24,Very Good,E,VVS2,62.4,54.0,3.96,3.99,2.48,608
uid_40941,0.51,Ideal,D,SI1,60.4,55.0,5.48,5.18,3.16,1687
uid_45098,0.9,Good,G,VS2,64.4,62.0,5.97,6.02,3.86,4135
uid_39127,1.01,Very Good,I,VS2,60.9,59.0,6.42,6.45,3.92,5067
uid_1507,0.31,Ideal,F,IF,62.2,56.0,4.34,4.31,2.69,1046
uid_8190,1.13,Premium,H,VS1,58.9,58.0,6.81,6.78,4.0,6005
uid_31518,0.37,Very Good,H,VVS2,62.2,59.0,4.54,4.56,2.83,746
uid_51048,1.26,Ideal,G,VS2,60.8,55.0,7.02,7.04,4.28,9399
uid_18815,0.7,Ideal,H,SI2,61.1,57.0,5.73,,3.51,1817
uid_19067,0.51,Ideal,D,VS2,62.1,56.0,5.11,5.16,3.19,1787
uid_34641,0.7,Very Good,E,SI1,62.7,55.0,5.63,5.67,3.54,2575
uid_46119,1.08,Ideal,G,VS2,62.1,57.0,6.57,6.54,4.07,5661
uid_45321,0.55,Very Good,G,VS2,62.3,56.0,5.24,5.29,3.28,1551
uid_13689,0.25,Very Good,E,VVS2,60.9,59.0,4.03,4.11,2.48,575
uid_12577,0.27,Premium,G,VS2,62.4,59.0,4.11,4.13,2.57,397
uid_1816,2.906970545310733,Premium,F,SI1,62.2,59.0,,5.69,3.55,2423
uid_10909,0.42,Ideal,G,VS2,62.4,54.0,4.83,4.78,3.0,1087
uid_48739,0.41,Premium,G,VVS2,61.4,58.0,4.8,4.75,2.93,1076
uid_52819,0.7,Ideal,D,,61.4,57.0,5.68,,3.5,2699
uid_1700,1.0,Very Good,E,SI2,63.5,54.0,6.41,6.35,4.05,4480
uid_52302,0.35,Premium,J,VS1,62.4,58.0,5.67,5.64,,949
uid_23993,1.51,Premium,I,VS1,61.1,61.0,7.37,7.32,4.49,10401
uid_10015,1.0,Good,I,,64.0,53.0,6.34,,4.04,3763
uid_2436,0.7,Ideal,H,VVS1,60.9,57.0,5.7,5.78,3.5,3611
uid_46309,2.52,Fair,H,,65.4,59.0,8.49,8.42,,13846
uid_43057,0.73,Ideal,E,SI1,61.5,56.0,5.79,5.82,3.57,3453
uid_31744,0.34,Ideal,H,VS1,62.4,55.0,4.48,,2.8,615
uid_23358,1.1,Very Good,I,VS1,61.0,59.0,,6.67,4.06,19175
uid_45551,0.42,Good,D,SI2,63.2,57.0,4.75,4.77,3.01,653
uid_38830,2.01,Fair,H,SI2,65.8,63.0,7.77,7.68,5.08,13587
uid_19407,0.43,Very Good,F,SI1,62.9,60.0,4.77,4.8,3.01,792
uid_10475,0.3,Premium,E,VS2,60.0,60.0,4.4,4.36,2.63,844
uid_11628,0.38,Ideal,D,VVS2,60.7,55.0,4.69,4.71,2.85,1289
uid_38993,0.28,Very Good,G,VVS1,60.7,56.0,4.27,4.29,,586
uid_33973,0.71,Ideal,E,VS1,61.9,54.0,5.74,5.76,3.56,3212
uid_49851,0.31,Ideal,H,VS1,62.6,55.0,,4.31,2.71,698
uid_34640,0.3,Premium,F,VS1,59.8,60.0,4.39,4.31,2.6,799
uid_1226,1.55,Ideal,F,SI1,61.3,56.0,,7.49,4.58,11011
uid_13014,1.19,Ideal,F,VVS1,61.5,55.0,,,4.2,15005
uid_15026,0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,,3010
uid_16988,0.35,Very Good,D,VVS2,60.0,56.0,4.61,4.63,2.77,1162
uid_31219,0.7,Good,I,SI1,63.8,57.0,5.66,5.63,3.6,2142
uid_13880,0.71,Very Good,E,SI1,61.3,59.0,5.69,,3.5,2735
uid_19561,0.31,Ideal,G,VVS1,61.6,54.0,,4.38,2.69,778
uid_34061,1.72,Very Good,I,VVS2,62.7,58.0,7.54,7.6,4.75,12396
uid_16874,-1.5040531782354813,Ideal,F,,61.1,57.0,5.28,5.3,3.23,1774
uid_32508,0.32,Ideal,D,SI2,59.8,57.0,4.46,4.4,2.65,612
uid_1689,0.56,Premium,D,SI1,60.8,60.0,5.31,5.29,3.22,1814
uid_20288,1.07,Ideal,I,VS1,62.2,58.0,6.52,,,5103
uid_51127,0.41,Very Good,G,SI1,60.4,58.0,4.77,4.84,2.9,735
uid_14280,0.51,Ideal,G,VS1,61.4,54.0,5.15,5.18,3.17,1599
uid_31772,0.41,Good,E,SI1,63.6,56.0,4.7,4.73,3.0,705
uid_12747,0.55,Very Good,E,SI1,61.0,61.0,5.25,5.3,3.22,1551
uid_48683,0.7,Very Good,D,VS1,59.3,55.0,5.86,,,4003
uid_24275,0.3,Premium,H,VVS1,61.8,58.0,4.32,4.36,2.68,684
uid_1426,0.61,Very Good,D,VS1,62.4,57.0,5.44,5.46,3.4,2096
uid_34217,0.56,Ideal,F,,61.8,57.0,5.28,5.33,3.28,1103
uid_9906,0.41,Very Good,G,SI1,60.3,60.0,4.76,4.8,2.88,719
uid_14964,0.41,Very Good,E,,62.8,54.0,4.72,4.77,2.98,1187
uid_14013,0.54,Very Good,D,,60.3,61.0,5.26,5.29,,1650
uid_11971,1.52,Premium,H,VS2,59.4,59.0,7.45,7.49,4.44,-2274
uid_34155,0.34,Premium,G,VVS2,61.6,58.0,4.44,4.49,2.75,775
uid_38804,0.91,Fair,J,SI1,66.3,56.0,5.92,5.99,3.95,2390
uid_42264,0.3,Very Good,D,VS2,62.9,61.0,4.27,4.29,2.69,710
uid_46363,0.41,Ideal,F,VVS2,60.6,57.0,4.81,4.86,2.93,1115
uid_18514,1.54,Premium,E,VS2,62.7,58.0,7.33,7.37,4.61,15178
uid_27132,0.9,Premium,H,VS2,62.7,59.0,6.15,6.1,3.84,4082
uid_30833,1.23,Ideal,I,VVS2,62.5,57.0,6.81,6.86,4.27,7256
uid_15762,0.72,Very Good,D,SI1,60.5,57.0,5.85,5.89,3.55,3102
uid_45624,0.4,Ideal,I,SI1,61.8,55.0,4.74,4.78,2.94,573
uid_27637,-0.9153169911168537,Ideal,E,,60.7,55.0,6.01,5.95,3.63,2834
uid_3693,-0.8086172763388462,Very Good,H,SI2,62.6,59.0,5.81,5.85,3.65,2405
uid_1380,0.32,Very Good,G,VS2,58.4,57.0,4.51,4.53,2.64,524
uid_15745,1.01,Premium,J,SI2,62.5,62.0,6.41,6.36,3.99,3563
uid_44668,1.2,Very Good,H,SI1,62.8,58.0,6.73,6.8,4.25,5567
uid_32908,0.8,Ideal,E,,62.2,55.0,,5.98,3.71,4126
uid_6493,0.31,Ideal,G,VVS1,61.3,60.0,4.33,4.38,2.67,710
uid_42569,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,816
uid_43899,0.93,Very Good,E,SI1,62.8,56.0,6.19,6.24,,4304
uid_6515,0.58,Very Good,G,,63.2,58.0,5.36,5.28,3.36,1336
uid_45681,0.8,Good,E,VS2,63.4,56.0,5.88,5.92,3.74,3273
uid_48212,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4559
uid_32549,1.02,Ideal,H,,62.4,55.0,6.41,6.46,4.02,4870
uid_15027,2.01,Very Good,J,SI1,61.7,59.0,8.01,8.09,4.97,14125
uid_26791,0.3,Premium,H,VS2,60.9,61.0,,4.32,2.64,608
uid_29157,0.3,Premium,D,,60.7,58.0,4.34,,2.64,661
uid_2063,0.32,Ideal,G,,61.7,54.0,4.42,4.46,2.74,918
uid_47833,0.4,Very Good,D,SI2,63.1,56.0,4.67,4.65,2.94,798
uid_32154,2.01,Ideal,F,SI2,61.3,60.0,8.05,8.1,4.95,17798
uid_23791,0.41,Very Good,E,SI1,62.8,59.0,4.74,4.75,2.98,755
uid_5515,0.32,Ideal,F,VS2,60.3,55.0,4.45,,2.67,828
uid_32602,0.31,Ideal,I,VS2,59.9,57.0,4.38,4.4,2.63,435
uid_39322,-1.1544549245843696,Ideal,G,VS1,59.0,60.0,4.98,5.05,2.96,1055
uid_761,0.3,Ideal,F,VS2,61.1,56.0,4.33,4.31,2.64,776
uid_10567,0.9,Fair,H,,65.6,57.0,6.04,,3.95,3024
uid_1638,1.53,Premium,G,VVS2,62.5,60.0,7.34,7.31,4.58,15505
uid_47955,0.9,Good,D,SI1,63.8,57.0,6.12,6.07,3.89,4178
uid_49568,0.72,Ideal,G,SI1,61.8,56.0,5.7,5.76,3.55,3048
uid_41540,0.78,Very Good,E,SI1,63.4,56.0,,5.9,3.72,2565
uid_6668,0.3,Premium,H,VS1,61.0,58.0,4.31,4.28,,675
uid_50406,0.42,Very Good,D,SI1,60.2,58.0,4.85,4.89,2.93,723
uid_41042,1.52,Ideal,I,IF,62.2,57.0,7.27,7.33,4.54,10419
uid_8973,1.01,Very Good,E,,62.4,60.0,6.32,6.35,3.95,4912
uid_5481,0.41,Premium,G,SI1,62.7,58.0,4.7,4.74,2.96,719
uid_3173,1.23,Ideal,I,SI2,61.2,58.0,6.86,,4.21,5315
uid_10967,-1.5708371144041071,Very Good,G,VVS2,62.6,54.0,3.91,3.95,2.46,431
uid_14533,1.05,Very Good,H,SI1,63.2,59.0,6.39,6.46,4.06,5072
uid_41633,0.5,Very Good,I,SI1,62.5,57.0,5.06,5.09,3.17,-13739
uid_24601,0.46,Ideal,F,VS1,61.7,56.0,4.93,4.96,3.05,1643
uid_34772,1.0,Very Good,H,SI2,63.4,61.0,6.33,6.29,4.0,3920
uid_6256,0.5,Very Good,F,VVS2,61.8,56.0,,5.15,,2052
uid_13178,2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39,16709
uid_24691,0.34,Premium,I,SI1,61.8,57.0,4.51,4.46,2.77,14269
uid_16422,1.01,Premium,F,VS2,60.8,57.0,6.52,6.47,3.95,6702
uid_23016,1.53,Premium,H,VS2,60.1,58.0,7.6,7.57,4.71,11087
uid_29167,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,4851
uid_23715,0.3,Ideal,F,IF,61.3,55.0,4.32,4.36,2.66,873
uid_29309,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1064
uid_53531,0.31,Ideal,I,VS1,61.3,54.0,4.39,4.46,2.7,502
uid_22271,0.33,Ideal,E,VS2,60.3,57.0,4.51,4.54,2.73,723
uid_21562,0.51,Good,G,VVS1,63.9,57.0,5.06,5.08,3.24,1925
uid_26713,0.51,Premium,G,,61.7,58.0,5.18,,3.18,1974
uid_45735,0.5,Premium,H,VS1,62.7,59.0,5.03,4.98,3.14,1253
uid_4812,1.01,Very Good,E,VVS2,63.3,55.0,6.41,6.36,4.04,9140
uid_51674,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,556
uid_11323,0.43,Ideal,G,VVS1,61.5,56.0,4.87,4.89,3.0,1118
uid_45614,1.01,Good,F,SI1,63.6,58.0,6.37,6.31,4.03,18873
uid_13339,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,,14727
uid_32437,0.34,Ideal,G,VVS1,62.1,57.0,4.47,4.45,2.77,956
uid_39460,-0.3992210488296082,Very Good,F,VVS2,59.4,58.0,6.74,6.79,4.02,11650
uid_32192,0.87,Ideal,F,SI1,61.7,56.0,6.1,6.12,3.77,4188
uid_40841,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2642
uid_36954,0.9,Very Good,D,SI2,60.6,61.0,,6.2,3.74,3534
uid_4748,0.31,Ideal,H,VVS1,62.0,54.2,4.35,4.39,2.71,660
uid_43283,0.39,Ideal,G,SI1,61.3,54.0,4.73,4.77,2.91,-13775
uid_42554,0.9,Very Good,D,SI1,62.6,58.0,6.11,6.15,3.84,4381
uid_6551,0.42,Premium,D,VS1,60.8,59.0,,4.79,2.93,1235
uid_10733,0.45,Ideal,H,VVS1,61.8,57.0,4.92,4.95,3.05,1178
uid_45560,0.32,Ideal,H,SI1,61.9,54.0,4.39,4.43,2.73,547
uid_20658,0.5,Ideal,F,VS2,62.7,56.0,5.07,5.1,3.19,1691
uid_39167,0.29,Fair,D,VS2,64.7,62.0,4.14,4.11,2.67,592
