index,edible-poisonous,cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season,fold
39104,0,4.49,5,1,0,0,0,7.91,51.22,1,0,0,1,0,4
39105,1,12.34,0,1,1,6,9,8.76,26.43,3,0,0,0,2,4
39106,0,4.72,0,10,0,5,6,5.4,11.15,5,0,0,4,3,4
39108,0,4.81,0,1,0,2,1,5.39,5.79,1,1,7,0,3,0
39109,1,12.99,0,1,1,6,3,6.84,28.1,3,0,0,0,2,4
39110,1,14.45,0,8,1,5,10,4.78,23.17,8,0,0,0,2,3
39111,1,0.95,0,5,0,3,5,2.73,1.34,1,0,0,0,2,4
39112,1,8.04,4,5,0,4,5,13.48,12.26,5,1,2,0,0,3
39113,1,3.05,0,7,0,1,2,4.49,5.55,5,1,6,4,2,1
39114,0,8.19,0,1,0,1,4,5.2,17.65,12,0,0,2,3,1
39115,1,2.74,3,1,1,5,3,3.67,5.44,1,0,0,0,2,1
39116,0,3.75,3,2,1,5,4,4.63,6.63,2,0,0,0,2,1
39117,0,12.48,5,5,1,5,5,5.96,25.78,5,0,0,0,2,4
39118,0,10.12,0,1,0,1,2,8.39,24.4,12,0,0,2,3,3
39119,1,2.75,1,11,0,0,0,3.0,14.13,2,0,0,0,2,1
39121,0,1.26,2,1,0,3,5,5.12,1.43,2,0,0,0,2,0
39123,0,1.2,0,1,0,3,5,5.27,1.61,3,0,0,6,0,4
39124,1,0.79,0,6,0,5,6,4.72,1.1,3,0,0,2,2,3
39125,0,8.57,0,3,1,6,8,6.91,13.8,3,0,0,0,0,0
39126,1,1.27,0,3,0,0,0,3.6,6.0,3,0,0,0,2,4
39128,0,9.26,0,1,0,6,3,6.84,12.78,1,0,0,6,2,2
39129,0,7.2,0,2,0,3,5,7.06,13.18,2,0,0,2,0,0
39130,0,12.65,5,5,1,5,6,6.39,17.22,5,0,0,0,0,0
39132,1,3.41,0,1,0,2,4,7.06,3.45,1,0,0,0,2,3
39133,1,8.69,0,1,0,3,1,10.1,15.35,1,0,0,0,0,4
39135,0,1.47,0,1,0,3,5,6.11,2.07,3,0,0,6,2,0
39138,1,3.2,3,6,1,5,3,3.54,6.23,1,0,0,0,0,3
39139,1,5.55,0,1,1,1,5,6.38,15.59,5,0,0,0,2,0
39140,0,8.0,6,1,0,3,5,7.82,14.88,5,0,0,2,2,1
39141,1,6.38,5,1,1,5,10,7.24,6.8,9,0,0,0,2,2
39142,0,7.1,0,10,0,5,6,6.75,12.42,5,0,0,2,3,4
39143,1,1.49,4,1,0,3,1,4.77,1.72,1,0,0,0,2,0
39144,1,10.57,0,3,0,3,6,13.73,25.47,6,1,7,0,3,3
39145,1,2.22,6,1,0,3,1,6.9,2.68,3,1,6,4,1,1
39146,0,0.93,2,1,1,3,5,5.14,1.02,1,0,0,0,0,1
39149,0,19.74,0,11,0,3,3,6.79,22.24,5,0,0,0,0,3
39151,1,1.77,3,1,0,2,3,3.52,2.32,1,0,0,0,2,3
39152,1,2.84,3,8,0,3,3,5.65,6.28,8,0,0,2,2,0
39153,1,7.51,0,3,0,2,3,5.55,16.24,3,0,0,0,0,2
39156,0,3.96,5,3,0,0,0,7.08,7.27,3,0,0,0,0,1
39157,1,4.37,1,5,0,0,0,5.84,34.1,5,1,0,5,0,0
39159,1,1.41,0,1,0,5,1,1.59,2.3,1,0,0,6,0,4
39160,1,11.96,6,1,0,6,5,11.46,31.54,1,0,0,0,2,1
39161,0,2.59,0,1,0,6,1,3.88,9.14,3,0,0,0,0,3
39163,0,8.64,3,2,0,1,10,7.63,19.27,10,0,0,0,0,2
39164,1,4.22,0,3,0,3,3,6.01,7.16,6,0,0,2,2,4
39165,1,3.39,3,1,0,2,4,6.75,3.68,1,0,0,0,0,2
39166,1,0.9,0,4,0,3,1,4.66,1.06,11,0,0,0,2,0
39167,1,3.0,1,2,0,0,0,2.79,13.08,1,0,0,0,0,4
39169,1,11.59,0,1,1,6,6,8.4,27.27,12,0,0,0,0,1
39170,1,0.76,0,1,0,3,4,4.2,1.01,11,0,0,0,2,2
39172,1,13.38,3,8,1,5,1,6.91,15.7,1,0,0,6,2,2
39173,1,4.75,0,6,0,3,3,6.22,6.88,6,0,0,2,2,3
39174,0,4.75,0,6,0,3,3,6.74,5.41,1,0,0,0,1,1
39175,0,9.77,0,1,0,2,1,6.53,20.84,4,0,0,0,0,4
39176,1,7.39,0,1,1,2,12,9.16,20.16,12,0,0,0,0,1
39177,1,10.57,0,3,0,3,6,12.59,25.06,3,1,7,0,2,0
39178,1,6.1,0,1,0,1,2,5.63,8.61,1,0,0,0,3,0
39179,0,8.91,0,4,0,2,5,6.8,15.21,5,0,0,0,2,2
39181,1,4.92,3,1,0,2,3,4.23,12.25,3,0,0,0,0,4
39182,1,3.28,4,11,0,3,11,8.92,2.67,2,0,0,2,2,1
39183,1,12.42,0,1,1,6,6,9.88,34.55,12,0,0,0,2,0
39184,1,2.8,5,1,1,5,1,3.0,5.71,1,0,0,0,2,0
39186,0,4.64,0,1,0,3,3,8.37,6.52,1,0,0,0,1,1
39187,1,3.84,1,3,0,0,0,0.0,0.0,0,1,0,0,1,1
39188,1,5.11,1,6,0,0,0,0.0,0.0,0,1,0,0,0,3
39189,0,6.9,0,5,0,5,5,3.75,10.02,5,0,0,0,2,2
39190,0,6.74,3,2,0,1,5,5.02,10.97,2,0,0,0,0,1
39191,1,7.93,0,3,0,3,11,8.89,8.86,1,1,3,0,0,1
39196,0,12.62,0,7,0,2,5,7.82,22.6,5,0,0,0,2,4
39197,1,8.51,3,9,0,1,3,7.74,19.85,12,0,0,0,0,0
39198,1,11.41,0,1,1,6,9,6.41,24.09,9,0,0,0,0,0
39199,1,8.05,0,1,0,3,1,11.81,14.78,1,0,0,6,0,1
39201,0,9.82,0,1,1,6,1,7.9,17.92,1,1,1,0,0,0
39203,1,3.01,3,10,0,2,3,4.3,2.89,1,0,0,1,0,0
39204,1,5.93,0,9,0,4,11,5.72,6.66,3,0,0,4,2,0
39205,1,1.07,0,5,0,3,5,3.41,1.84,9,0,0,0,0,4
39207,1,3.2,5,5,0,5,5,3.18,8.2,5,0,0,2,0,1
39208,0,3.58,4,1,0,2,5,4.36,3.34,3,0,0,2,2,1
39210,1,2.87,3,6,0,5,6,3.17,5.38,6,0,0,6,0,0
39211,1,5.35,0,3,0,1,3,5.36,11.35,3,0,0,0,0,2
39212,0,1.88,5,1,0,5,4,5.93,3.24,1,0,0,1,0,1
39214,0,10.05,0,1,1,4,4,8.86,17.22,5,1,1,0,0,0
39215,0,5.77,0,5,0,4,5,5.91,12.32,3,1,4,0,0,1
39217,0,3.82,0,5,0,2,2,6.57,3.5,5,0,0,0,0,3
39219,0,16.7,6,1,0,6,3,16.6,64.67,1,0,0,0,2,1
39220,0,7.29,0,3,1,2,3,7.75,12.48,5,0,0,0,2,2
39221,1,3.34,0,1,0,3,5,5.07,3.27,1,1,7,2,2,2
39222,0,1.42,0,1,0,3,5,5.75,1.96,3,0,0,0,0,3
39223,1,0.81,0,6,0,5,6,4.36,0.95,6,0,0,2,0,0
39224,1,11.86,0,1,1,6,6,9.78,31.21,3,0,0,0,2,0
39225,1,2.6,0,3,0,3,5,4.24,3.06,1,1,7,2,0,4
39226,1,10.47,0,3,1,6,9,8.57,22.6,12,0,0,0,0,1
39227,1,3.25,0,1,0,1,4,5.71,9.27,5,1,3,0,2,0
39228,1,4.2,3,9,0,2,1,5.61,5.16,1,0,0,0,2,2
39229,0,7.17,5,3,0,3,5,6.36,16.05,2,0,0,0,2,4
39230,0,7.72,0,2,0,3,5,7.27,14.05,2,0,0,0,0,0
39231,1,2.97,3,1,0,1,4,3.9,2.67,1,0,0,2,2,4
39232,1,14.39,3,9,0,4,5,17.55,17.24,5,1,4,0,3,3
39233,0,3.62,0,10,0,5,10,5.43,11.91,5,0,0,2,3,3
39234,1,1.64,6,1,0,3,1,8.64,2.57,3,1,6,4,0,4
39235,0,8.42,3,1,0,2,5,7.32,17.52,5,0,0,0,0,4
39236,0,3.84,3,5,0,4,1,4.06,10.65,5,1,6,2,0,2
39237,0,8.82,5,3,0,0,0,6.1,17.09,3,0,0,0,0,0
39238,1,5.86,0,2,0,5,5,5.11,9.05,1,0,0,1,3,4
39239,0,6.07,0,3,0,4,5,6.24,12.29,5,1,4,0,2,3
39240,1,10.17,0,1,1,6,6,7.14,26.07,12,0,0,0,0,3
39241,0,3.04,0,6,0,3,6,4.02,6.17,9,0,0,2,0,4
39243,1,5.04,0,8,0,1,2,7.62,9.09,7,1,6,0,0,3
39244,0,18.14,0,6,0,6,5,16.34,33.72,5,0,0,0,2,4
39245,0,6.32,0,1,0,3,1,7.1,5.9,2,1,2,0,3,4
39246,0,6.23,6,1,0,0,0,7.43,22.82,1,0,0,1,1,1
39247,1,3.25,3,3,0,3,3,5.32,6.86,8,0,0,4,2,3
39248,1,3.05,3,1,0,2,5,3.94,2.76,1,0,0,0,2,4
39249,1,3.43,4,12,0,3,2,5.73,4.67,12,0,0,1,2,4
39250,1,9.18,0,1,0,1,4,7.79,17.23,1,0,0,0,2,0
39251,1,11.57,5,1,0,5,3,5.12,28.42,1,0,0,0,0,3
39253,1,1.41,3,12,0,3,5,2.73,3.28,12,0,0,0,0,4
39254,0,4.21,0,1,0,5,6,5.49,6.59,5,0,0,0,3,1
39255,1,0.62,0,4,0,3,4,3.91,0.91,11,0,0,0,0,3
39256,1,3.2,0,2,0,5,5,2.82,6.9,5,0,0,2,2,1
39257,0,5.24,0,1,0,4,5,5.57,9.31,1,0,0,0,2,3
39258,0,6.21,2,1,0,0,0,5.82,20.32,1,0,0,0,1,1
39259,0,3.41,5,3,0,0,0,5.97,7.16,3,0,0,0,0,2
39260,1,11.03,5,4,1,5,4,9.36,17.25,4,1,0,0,2,0
39262,1,8.26,0,5,0,2,5,10.04,11.63,5,0,0,6,2,2
39263,0,5.07,0,1,0,3,3,7.68,6.79,1,0,0,0,1,2
39264,0,10.76,0,1,1,4,4,9.09,18.17,5,1,2,0,0,1
39266,0,4.23,3,5,0,5,5,4.12,6.4,5,0,0,4,3,1
39267,1,13.68,0,3,0,1,3,8.01,17.68,1,0,0,0,2,4
39268,1,3.37,0,1,0,2,4,7.98,3.95,4,0,0,0,0,1
39270,1,3.18,0,5,0,2,4,8.67,4.14,4,0,0,0,2,0
39271,0,6.93,0,9,1,6,3,5.92,12.75,9,0,0,0,2,1
39272,0,4.19,0,3,0,3,3,4.6,9.53,5,0,0,0,0,1
39273,1,3.33,4,11,0,3,1,8.78,2.67,1,0,0,2,2,2
39274,1,7.64,5,6,1,5,6,4.64,11.15,5,1,0,0,2,3
39275,0,3.17,4,1,0,2,5,4.91,3.39,3,0,0,2,0,1
39277,1,4.89,1,6,0,0,0,0.0,0.0,0,1,0,0,3,4
39278,1,9.35,5,4,1,5,4,8.54,17.16,4,1,0,0,0,4
39280,1,4.6,4,8,0,1,2,6.11,6.58,5,1,6,0,0,4
39281,1,2.92,1,2,0,0,0,0.0,0.0,0,0,0,0,0,1
39282,0,6.61,3,6,0,1,3,8.06,10.91,6,0,0,0,0,4
39283,1,2.52,3,6,0,5,6,3.44,6.03,6,0,0,6,0,0
39284,0,8.72,0,1,0,3,5,6.74,13.29,5,0,0,0,0,1
39286,0,14.32,3,2,0,5,5,8.18,23.35,5,0,0,1,3,2
39289,0,1.93,0,3,0,3,5,6.5,2.57,3,0,0,0,2,3
39290,0,5.77,0,1,0,4,4,4.54,12.11,5,1,7,3,0,3
39291,0,8.33,5,5,0,5,4,3.34,7.32,5,0,0,0,0,1
39292,0,20.25,0,5,0,3,11,8.45,22.92,5,0,0,0,2,3
39293,1,0.97,0,5,0,3,5,2.37,1.32,9,0,0,1,0,1
39294,0,16.84,3,1,0,3,11,6.26,21.43,5,0,0,0,3,0
39295,1,3.79,3,3,0,2,5,5.42,6.68,5,0,0,0,0,3
39296,1,8.83,5,1,1,5,5,7.47,10.38,1,0,0,0,0,4
39297,1,9.0,1,9,0,0,0,3.21,23.26,1,0,0,0,1,3
39298,1,5.41,0,1,1,1,8,5.04,14.86,5,0,0,0,0,3
39299,1,5.16,0,9,0,3,1,8.13,10.32,3,1,3,0,0,1
39300,0,6.3,5,5,0,5,5,3.33,8.42,5,0,0,2,0,0
39301,1,8.61,3,9,0,2,5,5.42,17.82,5,0,0,0,0,3
39302,1,4.03,1,5,0,0,0,5.49,31.86,5,1,0,0,2,2
39303,0,4.61,0,3,0,3,3,5.16,9.69,5,0,0,0,2,4
39304,0,5.15,0,5,0,2,5,6.8,4.24,5,0,0,0,2,2
39305,0,10.6,5,5,1,5,6,5.67,16.44,5,0,0,0,0,2
39306,1,12.23,3,2,0,4,5,11.6,15.02,5,1,4,0,0,1
39307,1,3.13,1,2,0,0,0,0.0,0.0,0,0,0,0,3,2
39308,0,5.05,3,6,0,3,5,6.67,5.07,1,0,0,0,1,1
39309,0,7.62,3,6,0,1,3,9.19,11.45,6,0,0,0,0,3
39310,1,2.89,3,5,0,1,4,3.75,2.84,1,0,0,2,2,4
39311,1,3.25,3,5,0,5,5,2.97,7.34,5,0,0,2,2,0
39312,0,6.99,0,3,1,6,3,6.1,15.22,3,0,0,0,2,3
39313,0,5.87,0,1,0,3,1,5.76,4.36,2,1,2,0,0,1
39314,1,3.8,5,12,0,3,5,4.2,7.1,3,0,0,0,2,2
39315,0,3.43,0,1,0,6,1,3.86,9.27,1,0,0,0,0,1
39316,1,4.13,4,5,0,4,5,4.92,3.8,5,1,6,4,2,4
39317,1,4.79,0,6,0,3,3,5.94,8.12,6,0,0,2,0,4
39319,0,14.02,3,2,0,3,5,7.99,25.28,5,0,0,1,0,4
39320,1,14.39,0,1,0,1,4,8.11,16.88,1,0,0,0,2,2
39322,1,5.46,3,3,0,6,1,3.89,6.0,1,1,0,0,2,4
39323,0,10.37,6,1,1,4,4,9.26,18.04,5,1,2,0,0,2
39324,0,9.86,6,1,1,4,2,8.64,17.51,5,1,2,4,2,2
39325,1,4.25,0,3,0,2,5,5.08,6.55,5,0,0,0,2,0
39328,1,3.78,1,5,0,0,0,5.26,29.69,5,1,0,0,0,3
39329,0,6.72,3,5,0,5,5,2.41,14.68,5,0,0,0,3,4
39330,0,11.94,0,1,1,6,3,9.9,24.69,1,0,0,0,2,1
39331,1,2.5,0,1,0,3,5,7.86,2.52,1,0,0,0,2,3
39332,1,5.03,5,3,0,5,3,2.79,6.0,6,0,0,6,2,4
39334,0,6.35,5,1,0,5,5,4.64,8.57,5,0,0,6,2,4
39335,0,10.58,3,5,0,4,5,16.27,12.79,5,1,6,7,0,0
39336,1,3.75,0,1,0,1,1,5.81,10.61,5,1,3,0,0,0
39337,0,5.35,0,3,1,2,3,6.19,11.36,5,0,0,0,0,4
39338,1,15.53,0,5,0,1,4,7.59,18.18,1,0,0,0,0,2
39339,1,6.36,0,1,0,4,5,6.01,12.19,5,1,1,0,0,2
39340,0,7.03,3,6,0,1,1,8.71,11.5,6,0,0,0,0,1
39341,1,7.56,6,1,0,6,4,9.79,28.48,1,0,0,0,0,3
39343,0,12.66,5,8,0,2,1,7.14,23.64,5,0,0,0,3,2
39344,0,7.08,0,5,0,4,5,6.54,12.78,3,1,4,0,2,2
39345,0,5.35,5,3,0,0,0,3.81,10.22,3,0,0,0,2,0
39346,1,2.49,4,3,0,3,3,4.92,4.79,8,0,0,0,2,1
39348,1,16.81,0,2,0,1,3,8.6,18.43,1,0,0,0,2,2
39349,1,8.73,0,1,0,3,1,11.91,15.0,1,0,0,0,0,2
39350,0,3.84,0,6,0,3,6,4.71,6.3,9,0,0,4,0,1
39351,1,7.64,3,9,0,2,5,12.59,7.42,1,0,0,0,0,0
39353,1,3.6,4,11,0,3,11,8.49,2.55,1,0,0,2,0,0
39355,0,5.82,0,1,0,4,4,6.12,9.77,1,0,0,0,2,3
39356,1,4.64,3,3,0,2,1,6.54,5.08,1,0,0,1,2,3
39357,0,6.63,3,2,0,1,5,5.95,11.17,2,0,0,0,2,2
39358,1,10.09,0,1,1,2,12,9.39,21.63,1,0,0,0,0,2
39359,1,17.24,5,5,1,5,1,7.89,33.64,5,0,0,0,3,0
39360,1,7.63,5,3,1,5,6,4.5,12.92,5,1,0,0,0,1
39361,0,4.47,0,5,0,2,1,6.63,4.3,5,0,0,0,0,4
39362,1,5.89,5,1,1,5,5,6.44,9.02,1,0,0,0,0,2
39363,1,8.12,3,1,0,2,5,15.09,8.33,1,0,0,0,2,2
39364,1,3.01,5,12,0,3,5,4.01,7.05,5,0,0,0,2,2
39365,0,16.9,0,1,0,6,3,13.84,63.06,1,0,0,0,2,3
39366,1,6.73,0,1,0,2,5,9.35,9.59,5,0,0,6,0,1
39367,1,4.12,1,6,0,0,0,0.0,0.0,0,1,0,0,3,3
39368,1,7.42,3,9,0,2,5,5.95,16.59,5,0,0,0,0,4
39370,0,19.31,3,11,0,3,3,7.06,23.61,5,0,0,0,0,0
39371,0,6.23,0,6,0,5,6,5.16,13.27,5,0,0,2,0,4
39372,0,1.26,0,1,1,3,5,5.71,0.98,1,0,0,0,0,4
39373,1,1.24,0,3,0,0,0,3.17,4.95,3,0,0,0,2,1
39374,1,3.49,3,5,0,1,4,4.15,2.75,1,0,0,2,0,3
39375,0,3.24,4,5,0,2,5,4.34,2.62,3,0,0,2,2,2
39377,1,7.45,0,3,0,2,3,5.12,15.31,3,0,0,0,0,0
39378,1,8.18,0,1,0,1,2,5.15,7.03,1,0,0,0,3,2
39379,1,3.03,3,12,0,3,1,3.3,3.41,5,0,0,5,2,0
39380,0,6.11,0,1,0,4,4,4.1,11.89,5,1,2,3,0,0
39381,1,2.22,6,1,0,3,1,7.89,2.56,3,1,6,4,0,1
39382,0,4.03,5,3,0,0,0,6.94,8.48,6,0,0,0,0,2
39383,0,7.2,0,9,1,6,8,5.49,13.11,3,0,0,0,2,0
39384,1,5.32,3,3,0,1,3,4.73,11.95,3,0,0,0,0,4
39385,0,5.84,3,1,0,1,3,8.27,10.68,6,0,0,0,0,0
39386,1,6.32,2,3,1,2,3,8.13,12.41,5,0,0,0,2,3
39387,1,9.66,5,4,1,5,4,8.51,14.45,4,1,0,0,0,1
39388,0,0.54,0,1,1,3,4,5.14,0.91,1,0,0,0,0,2
39389,0,10.29,0,1,0,4,5,7.04,10.68,1,0,0,0,1,3
39391,1,1.58,6,1,0,3,1,6.32,2.61,3,1,6,4,0,1
39392,1,4.83,3,3,0,1,3,6.11,13.94,3,0,0,0,0,1
39393,1,9.05,0,2,0,1,3,5.6,17.25,1,0,0,0,2,0
39394,1,5.84,0,9,1,5,1,5.64,8.81,1,0,0,0,0,0
39395,1,2.3,2,5,0,3,5,3.65,3.46,12,0,0,5,2,3
39396,1,4.49,3,9,0,2,9,6.62,5.63,3,0,0,0,0,0
39397,1,6.7,0,1,0,1,1,5.06,6.45,1,0,0,0,3,2
39398,0,2.65,0,1,0,6,9,4.46,10.01,3,0,0,0,0,4
39399,0,4.93,0,2,0,1,5,3.96,6.58,5,0,0,0,0,1
39400,0,3.59,0,5,0,5,5,3.17,4.87,5,0,0,4,3,1
39401,0,7.19,0,3,0,3,5,6.15,15.44,5,0,0,0,0,1
39402,1,8.78,0,3,0,3,6,9.76,18.79,6,1,7,0,2,2
39403,0,4.11,0,8,0,3,8,5.81,6.71,7,0,0,1,0,2
39404,0,2.99,0,4,0,3,9,4.71,6.14,9,0,0,2,3,3
39405,1,0.7,0,9,0,3,4,3.85,0.93,11,0,0,0,3,2
39406,1,0.73,0,6,0,5,6,4.5,1.04,6,0,0,2,2,0
39407,1,11.81,0,3,1,6,6,8.25,25.9,9,0,0,0,0,2
39409,0,5.72,5,1,0,5,5,5.54,7.53,5,0,0,1,0,4
39410,0,3.7,0,1,0,5,6,5.74,7.43,5,0,0,0,0,0
39412,1,4.26,0,1,0,1,4,4.67,3.54,1,0,0,2,0,3
39413,1,13.5,0,1,0,4,5,11.23,13.98,5,1,4,0,0,3
39414,0,11.54,3,2,0,5,3,2.57,12.21,5,0,0,0,3,4
39415,0,10.55,0,1,0,2,1,7.61,28.2,1,0,0,0,0,1
39417,1,7.43,0,1,0,1,2,5.97,7.13,1,0,0,0,0,4
39418,1,4.4,3,1,0,2,4,8.4,4.35,1,0,0,0,0,2
39419,1,3.14,0,2,0,5,5,2.94,7.63,5,0,0,2,0,1
39420,1,12.89,0,2,0,1,4,7.38,17.24,1,0,0,0,2,0
39421,0,16.36,0,9,0,6,5,14.92,34.12,5,0,0,0,0,2
39422,1,6.87,0,2,1,1,5,5.08,14.1,1,0,0,0,0,3
39423,0,6.81,3,1,0,1,5,5.83,10.22,1,0,0,1,0,1
39424,1,1.96,3,7,0,3,5,3.16,2.3,5,0,0,2,2,2
39425,1,3.42,3,12,0,3,5,3.56,7.47,5,0,0,0,2,0
39426,1,2.77,4,2,0,3,1,8.42,2.45,1,0,0,2,2,0
39428,0,7.64,0,3,1,2,3,8.32,14.76,5,0,0,0,2,3
39429,0,9.08,0,1,0,3,5,7.93,16.06,5,0,0,2,0,3
39430,1,6.41,5,9,1,5,10,6.37,5.89,9,0,0,0,0,4
39432,1,2.61,0,1,0,3,4,8.37,2.58,5,0,0,0,2,2
39433,1,2.77,1,2,0,0,0,3.47,14.31,2,0,0,0,0,3
39434,1,8.43,5,8,1,5,5,4.81,12.46,1,0,0,0,0,2
39435,1,1.47,0,3,0,5,1,1.77,2.41,1,0,0,6,2,0
39436,1,3.32,1,2,0,0,0,3.4,15.66,2,0,0,0,0,0
39437,1,8.21,5,1,1,5,3,7.48,12.16,1,0,0,0,2,3
39438,0,7.49,0,2,0,3,5,7.1,14.57,2,0,0,0,0,4
39439,1,10.7,5,4,1,5,4,8.7,18.34,4,1,0,0,2,1
39440,0,15.0,5,11,0,3,11,6.26,18.23,5,0,0,0,3,0
39442,1,9.47,0,1,0,3,1,10.91,14.09,1,0,0,6,0,1
39443,1,5.51,3,1,0,6,1,3.69,5.32,1,1,0,0,2,0
39444,0,3.51,3,5,0,5,5,3.31,5.68,5,0,0,2,0,1
39445,0,17.99,0,1,0,6,3,10.98,56.47,1,0,0,0,0,0
39446,1,4.78,3,1,0,5,3,4.71,8.26,1,0,0,0,3,3
39448,0,6.54,0,3,0,0,0,5.19,14.74,3,0,0,0,2,2
39449,0,7.05,0,1,1,6,2,10.66,25.0,5,0,0,0,0,3
39450,1,3.22,1,11,0,0,0,3.27,13.66,2,0,0,0,0,3
39451,1,3.64,3,1,0,2,4,5.15,3.47,2,0,0,4,0,4
39452,0,3.42,3,5,0,5,5,3.72,6.08,5,0,0,4,0,1
39453,1,8.71,4,5,0,4,5,12.56,11.97,5,1,2,0,2,1
39454,0,3.2,3,1,1,5,4,4.59,5.47,2,0,0,0,2,1
39455,0,4.06,0,1,0,6,3,4.07,9.08,1,0,0,0,0,4
39456,0,11.78,5,5,1,5,3,5.96,24.59,5,0,0,0,0,3
39457,0,6.52,0,10,0,2,5,7.76,11.35,1,0,0,1,0,3
39458,1,4.17,3,1,0,2,3,5.74,3.65,1,0,0,0,2,0
39459,0,4.78,0,1,0,2,1,5.49,5.63,1,1,7,0,0,4
39460,1,6.57,5,1,1,5,1,7.19,9.17,9,0,0,0,0,2
39461,0,7.53,0,1,1,6,8,6.91,13.67,9,0,0,0,2,3
39462,0,4.83,0,1,0,6,1,5.26,9.94,1,0,0,0,2,1
39463,0,3.79,4,1,0,2,5,4.22,2.8,3,0,0,2,0,4
39464,1,3.89,5,12,0,3,5,4.24,7.45,3,0,0,0,0,0
39465,0,4.63,3,6,0,3,5,6.56,4.81,1,0,0,0,3,1
39466,0,7.27,0,5,0,5,5,3.59,9.2,5,0,0,2,0,1
39468,0,17.94,0,5,0,3,11,7.82,23.7,5,0,0,0,2,0
39469,0,2.77,0,1,0,6,1,4.4,10.12,1,0,0,0,0,0
39470,1,3.14,1,2,0,0,0,3.93,15.92,2,0,0,0,2,0
39472,0,15.56,0,1,0,6,5,10.84,55.62,1,0,0,0,0,1
39473,0,9.88,5,5,1,5,4,5.65,24.47,5,0,0,0,0,4
39474,0,6.37,5,1,0,5,5,5.0,7.16,5,0,0,6,2,0
39475,1,2.6,2,12,0,3,5,3.37,3.24,12,0,0,0,2,0
39476,1,2.71,4,8,0,3,8,4.98,6.46,8,0,0,2,2,3
39478,1,4.84,3,9,0,2,9,5.88,5.11,3,0,0,1,0,2
39479,0,7.67,0,1,0,6,3,7.68,13.18,1,0,0,2,0,2
39481,1,5.38,0,3,0,3,3,6.05,8.19,6,0,0,2,2,0
39482,0,9.41,0,1,1,6,1,8.23,18.83,1,1,1,0,2,4
39483,0,6.35,5,1,0,5,5,5.0,8.09,5,0,0,6,2,2
39484,0,15.54,6,6,0,6,1,12.59,30.46,5,0,0,0,2,1
39485,0,1.39,0,1,0,5,5,6.01,2.03,3,0,0,0,0,2
39486,1,1.15,4,1,0,3,1,4.18,1.28,1,0,0,2,0,3
39487,0,17.81,6,1,0,6,3,16.88,62.1,1,0,0,0,2,0
39488,1,7.99,3,3,0,2,3,7.59,12.48,5,0,0,0,0,4
39489,1,3.99,1,6,0,0,0,0.0,0.0,0,1,0,0,0,0
39491,1,14.75,3,9,0,4,5,16.76,17.24,5,1,4,0,3,2
39492,0,5.72,5,1,0,5,5,5.19,8.36,5,0,0,0,2,4
39494,1,9.28,1,9,0,0,0,3.79,27.0,1,0,0,0,2,3
39496,0,15.77,5,1,0,5,5,8.24,24.39,5,0,0,0,3,0
39497,1,13.23,3,8,1,5,1,6.92,18.14,1,0,0,6,2,0
39498,0,5.72,6,1,0,0,0,4.76,20.31,1,0,0,0,1,0
39499,1,7.67,5,1,1,5,5,7.1,10.39,9,0,0,0,0,3
39500,0,5.21,0,2,0,3,1,5.79,4.77,2,1,2,0,2,4
39501,1,9.59,0,2,1,2,1,9.96,21.5,1,0,0,0,0,4
39502,0,3.16,5,1,0,0,0,6.23,7.84,6,0,0,0,0,1
39504,0,5.0,0,1,0,1,5,5.15,8.07,5,0,0,0,2,2
39505,1,10.63,0,1,0,3,5,12.04,30.38,5,0,0,0,0,4
39506,0,10.93,0,1,1,6,3,9.01,23.31,1,0,0,0,0,1
39509,0,5.9,4,11,0,1,5,4.71,9.88,2,0,0,0,0,0
39511,1,12.33,0,1,0,4,5,10.71,13.09,5,1,4,0,0,1
39513,1,4.55,0,6,0,4,11,5.91,7.38,11,0,0,2,2,3
39514,0,14.67,0,2,0,5,5,7.79,23.47,5,0,0,1,0,2
39515,1,5.78,4,9,0,4,2,8.14,8.17,11,0,0,2,0,1
39516,1,1.12,0,5,0,3,5,3.44,1.7,1,0,0,0,0,2
39517,1,8.75,5,8,1,5,1,5.45,14.08,1,0,0,0,2,2
39518,1,2.56,6,1,0,3,1,7.27,2.47,3,1,6,4,0,2
39519,1,4.16,0,7,0,1,2,5.57,6.96,5,1,6,0,2,2
39521,0,10.51,0,1,1,6,3,8.77,21.32,1,0,0,0,2,4
39523,1,12.56,0,2,0,4,5,10.73,14.98,5,1,6,0,2,0
39524,0,10.11,0,12,0,2,1,7.72,23.25,4,0,0,0,2,4
39525,1,3.35,5,5,0,5,5,3.18,8.26,5,0,0,2,2,2
39526,0,5.73,3,2,0,5,5,2.05,12.77,5,0,0,0,0,3
39527,1,3.27,0,3,0,3,5,6.16,3.52,3,1,7,0,2,2
39528,0,3.22,0,3,0,3,3,3.53,9.54,5,0,0,0,0,0
39529,0,7.83,0,1,0,3,5,8.21,15.73,2,0,0,0,2,2
39530,0,3.91,5,1,0,0,0,7.07,8.23,3,0,0,0,0,4
39532,0,3.84,4,5,0,2,5,4.75,3.1,3,0,0,2,0,3
39534,1,8.51,5,4,1,5,4,7.51,15.77,4,1,0,0,0,2
